ORDER_NUMBER,CUSTOMER_NAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,ADDRESS,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY
10116,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,EMEA
10127,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10142,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10152,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,APAC
10165,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10176,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10184,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,"C/ Romero, 33",Sevilla,,41101,Spain,EMEA
10195,Mini Classics,(914) 555-4562,3758 North Pendale Street,,3758 North Pendale Street,White Plains,NY,24067,USA,NA
10207,Diecast Collectables,(617) 555-2555,6251 Ingle Ln.,,6251 Ingle Ln.,Boston,MA,51003,USA,NA
10220,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,25 Maiden LaneFloor No. 4,Dublin,,2,Ireland,EMEA
10230,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA
10247,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10272,Diecast Classics Inc.,(215) 555-1555,7586 Pompton St.,,7586 Pompton St.,Allentown,PA,70267,USA,NA
10282,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10292,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10306,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10314,Heintze Collectables,86 21 3555,Smagsloget 45,,Smagsloget 45,Aaarhus,,8200,Denmark,EMEA
10325,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA
10336,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,"265, boulevard Charonne",Paris,,75012,France,EMEA
10350,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10359,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,59 rue de l'Abbaye,Reims,,51100,France,EMEA
10371,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10383,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10394,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10413,Gift Depot Inc.,(203) 555-2570,25593 South Bay Ln.,,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA
10103,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA
10113,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10126,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,"C/ Araquil, 67",Madrid,,28023,Spain,EMEA
10140,Technics Stores Inc.,(650) 555-6809,9408 Furth Circle,,9408 Furth Circle,Burlingame,CA,94217,USA,NA
10150,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10164,Mini Auto Werke,7675-3555,Kirchgasse 6,,Kirchgasse 6,Graz,,8010,Austria,EMEA
10175,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,35 King George,London,,WX3 6FW,UK,EMEA
10183,"Classic Gift Ideas, Inc",(215) 555-4695,782 First Street,,782 First Street,Philadelphia,PA,71270,USA,NA
10194,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,"2, rue du Commerce",Lyon,,69004,France,EMEA
10206,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA
10217,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Village Close - 106 Linden Road Sandown2nd Floor,Singapore,,69045,Singapore,APAC
10229,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10245,Super Scale Inc.,(203) 555-9545,567 North Pendale Street,,567 North Pendale Street,New Haven,CT,97823,USA,NA
10258,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan
10270,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,"Monitor Money Building, 815 Pacific HwyLevel 6",Chatswood,NSW,2067,Australia,APAC
10281,Diecast Classics Inc.,(215) 555-1555,7586 Pompton St.,,7586 Pompton St.,Allentown,PA,70267,USA,NA
10291,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,?kergatan 24,Boras,,S-844 67,Sweden,EMEA
10304,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,"67, avenue de l'Europe",Versailles,,78000,France,EMEA
10313,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA
10324,Vitachrome Inc.,(212) 555-1500,2678 Kingston Rd.,Suite 101,2678 Kingston Rd.Suite 101,NYC,NY,10022,USA,NA
10333,Mini Wheels Co.,(650) 555-5787,5557 North Pendale Street,,5557 North Pendale Street,San Francisco,CA,,USA,NA
10348,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,"C/ Araquil, 67",Madrid,,28023,Spain,EMEA
10358,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10370,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
10382,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10411,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,NA
10424,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10106,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA
10120,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,636 St Kilda RoadLevel 3,Melbourne,Victoria,3004,Australia,APAC
10133,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10144,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,EMEA
10168,Technics Stores Inc.,(650) 555-6809,9408 Furth Circle,,9408 Furth Circle,Burlingame,CA,94217,USA,NA
10210,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan
10223,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,636 St Kilda RoadLevel 3,Melbourne,Victoria,3004,Australia,APAC
10235,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA
10250,The Sharp Gifts Warehouse,(408) 555-3659,3086 Ingle Ln.,,3086 Ingle Ln.,San Jose,CA,94217,USA,NA
10262,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10275,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA
10284,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA
10297,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,25 Maiden LaneFloor No. 4,Dublin,,2,Ireland,EMEA
10308,Mini Classics,(914) 555-4562,3758 North Pendale Street,,3758 North Pendale Street,White Plains,NY,24067,USA,NA
10316,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
10328,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA
10340,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,EMEA
10353,Gift Ideas Corp.,(203) 555-4407,2440 Pompton St.,,2440 Pompton St.,Glendale,CT,97561,USA,NA
10361,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,"Monitor Money Building, 815 Pacific HwyLevel 6",Chatswood,NSW,2067,Australia,APAC
10375,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA
10388,FunGiftIdeas.com,(508) 555-2555,1785 First Street,,1785 First Street,New Bedford,MA,50553,USA,NA
10398,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,59 rue de l'Abbaye,Reims,,51100,France,EMEA
10401,Tekni Collectables Inc.,(201) 555-9350,7476 Moss Rd.,,7476 Moss Rd.,Newark,NJ,94019,USA,NA
10416,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10108,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan
10121,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,59 rue de l'Abbaye,Reims,,51100,France,EMEA
10135,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10145,Toys4GrownUps.com,(626) 555-7265,78934 Hillside Dr.,,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA
10159,Corporate Gift Ideas Co.,(650) 555-1386,7734 Strong St.,,7734 Strong St.,San Francisco,CA,,USA,NA
10169,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
10180,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,"184, chausse de Tournai",Lille,,59000,France,EMEA
10190,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10211,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,"25, rue Lauriston",Paris,,75016,France,EMEA
10224,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,"184, chausse de Tournai",Lille,,59000,France,EMEA
10237,Vitachrome Inc.,(212) 555-1500,2678 Kingston Rd.,Suite 101,2678 Kingston Rd.Suite 101,NYC,NY,10022,USA,NA
10252,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,"25, rue Lauriston",Paris,,75016,France,EMEA
10264,Gifts4AllAges.com,(617) 555-9555,8616 Spinnaker Dr.,,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA
10276,Online Mini Collectables,(617) 555-7555,7635 Spinnaker Dr.,,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA
10285,Marta's Replicas Co.,(617) 555-8555,39323 Spinnaker Dr.,,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA
10299,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Keskuskatu 45,Helsinki,,21240,Finland,EMEA
10309,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA
10319,Microscale Inc.,(212) 555-1957,5290 North Pendale Street,Suite 200,5290 North Pendale StreetSuite 200,NYC,NY,10022,USA,NA
10331,Motor Mint Distributors Inc.,(215) 555-9857,11328 Douglas Av.,,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA
10341,Salzburg Collectables,6562-9555,Geislweg 14,,Geislweg 14,Salzburg,,5020,Austria,EMEA
10355,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10365,Mini Creations Ltd.,(508) 555-9555,4575 Hillside Dr.,,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA
10375,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA
10390,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10403,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA
10106,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA
10120,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,636 St Kilda RoadLevel 3,Melbourne,Victoria,3004,Australia,APAC
10133,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10143,Mini Creations Ltd.,(508) 555-9555,4575 Hillside Dr.,,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA
10156,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10168,Technics Stores Inc.,(650) 555-6809,9408 Furth Circle,,9408 Furth Circle,Burlingame,CA,94217,USA,NA
10199,West Coast Collectables Co.,(310) 555-3722,3675 Furth Circle,,3675 Furth Circle,Burbank,CA,94019,USA,NA
10210,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan
10223,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,636 St Kilda RoadLevel 3,Melbourne,Victoria,3004,Australia,APAC
10235,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA
10250,The Sharp Gifts Warehouse,(408) 555-3659,3086 Ingle Ln.,,3086 Ingle Ln.,San Jose,CA,94217,USA,NA
10262,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10275,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA
10284,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA
10296,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Hansastr. 15,Munich,,80686,Germany,EMEA
10308,Mini Classics,(914) 555-4562,3758 North Pendale Street,,3758 North Pendale Street,White Plains,NY,24067,USA,NA
10316,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
10328,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA
10340,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,EMEA
10353,Gift Ideas Corp.,(203) 555-4407,2440 Pompton St.,,2440 Pompton St.,Glendale,CT,97561,USA,NA
10361,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,"Monitor Money Building, 815 Pacific HwyLevel 6",Chatswood,NSW,2067,Australia,APAC
10375,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA
10388,FunGiftIdeas.com,(508) 555-2555,1785 First Street,,1785 First Street,New Bedford,MA,50553,USA,NA
10398,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,59 rue de l'Abbaye,Reims,,51100,France,EMEA
10401,Tekni Collectables Inc.,(201) 555-9350,7476 Moss Rd.,,7476 Moss Rd.,Newark,NJ,94019,USA,NA
10416,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10104,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10115,Classic Legends Inc.,(212) 555-8493,5905 Pompton St.,Suite 750,5905 Pompton St.Suite 750,NYC,NY,10022,USA,NA
10127,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10141,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10151,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Torikatu 38,Oulu,,90110,Finland,EMEA
10165,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10176,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10184,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,"C/ Romero, 33",Sevilla,,41101,Spain,EMEA
10195,Mini Classics,(914) 555-4562,3758 North Pendale Street,,3758 North Pendale Street,White Plains,NY,24067,USA,NA
10207,Diecast Collectables,(617) 555-2555,6251 Ingle Ln.,,6251 Ingle Ln.,Boston,MA,51003,USA,NA
10220,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,25 Maiden LaneFloor No. 4,Dublin,,2,Ireland,EMEA
10230,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA
10246,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10259,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Village Close - 106 Linden Road Sandown2nd Floor,Singapore,,69045,Singapore,APAC
10271,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10282,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10292,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10305,Marta's Replicas Co.,(617) 555-8555,39323 Spinnaker Dr.,,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA
10314,Heintze Collectables,86 21 3555,Smagsloget 45,,Smagsloget 45,Aaarhus,,8200,Denmark,EMEA
10325,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA
10336,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,"265, boulevard Charonne",Paris,,75012,France,EMEA
10350,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10359,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,59 rue de l'Abbaye,Reims,,51100,France,EMEA
10371,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10383,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10395,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,27 rue du Colonel Pierre Avia,Paris,,75508,France,EMEA
10412,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10425,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA
10104,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10117,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10127,Muscle Machine Inc,(212) 555-7413,4092 Furth Circle,Suite 400,4092 Furth CircleSuite 400,NYC,NY,10022,USA,NA
10142,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10153,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10165,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan
10176,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA
10185,Mini Creations Ltd.,(508) 555-9555,4575 Hillside Dr.,,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA
10196,Super Scale Inc.,(203) 555-9545,567 North Pendale Street,,567 North Pendale Street,New Haven,CT,97823,USA,NA
10208,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,"2, rue du Commerce",Lyon,,69004,France,EMEA
10220,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,25 Maiden LaneFloor No. 4,Dublin,,2,Ireland,EMEA
10230,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA
10247,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA
10272,Diecast Classics Inc.,(215) 555-1555,7586 Pompton St.,,7586 Pompton St.,Allentown,PA,70267,USA,NA
10282,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10292,Land of Toys Inc.,(212) 555-7818,897 Long Airport Avenue,,897 Long Airport Avenue,NYC,NY,10022,USA,NA
10306,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA
10314,Heintze Collectables,86 21 3555,Smagsloget 45,,Smagsloget 45,Aaarhus,,8200,Denmark,EMEA
10325,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA
10337,Classic Legends Inc.,(212) 555-8493,5905 Pompton St.,Suite 750,5905 Pompton St.Suite 750,NYC,NY,10022,USA,NA
10350,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10359,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,59 rue de l'Abbaye,Reims,,51100,France,EMEA
10372,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan
10383,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA
10395,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,27 rue du Colonel Pierre Avia,Paris,,75508,France,EMEA
10413,Gift Depot Inc.,(203) 555-2570,25593 South Bay Ln.,,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA
10108,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan
10121,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,59 rue de l'Abbaye,Reims,,51100,France,EMEA
10135,Mini Gifts Distributors Ltd.,(415) 555-1450,5677 Strong St.,,5677 Strong St.,San Rafael,CA,97562,USA,NA
10145,Toys4GrownUps.com,(626) 555-7265,78934 Hillside Dr.,,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA
10159,Corporate Gift Ideas Co.,(650) 555-1386,7734 Strong St.,,7734 Strong St.,San Francisco,CA,,USA,NA
10169,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,201 Miller StreetLevel 15,North Sydney,NSW,2060,Australia,APAC
